Date,Time,Shift,Place,Crime type,Gender,Latitude,Longitude,Link
2023-08-02,16:30,Afternoon,Mohammadpur,Stab,,23.76760108,90.35729896,https://www.prothomalo.com/bangladesh/capital/24jbvboabq
2023-07-29,23:00,Night,Motijheel,Murder,,23.73909581,90.41472675,https://www.prothomalo.com/bangladesh/crime/g0jjodkhkd
2023-07-18,1:30,Night,Jatrabari,Stab,,23.70726481,90.43450041,https://www.prothomalo.com/bangladesh/capital/iihtg58e51
2023-07-12,16:00,Afternoon,Newmarket,Body Found,Female,23.73911149,90.38352138,https://www.prothomalo.com/bangladesh/capital/77de2y0ef4
2023-07-01,22:00,Night,Kamalapur,Rape,Female,23.72758428,90.43256206,https://www.prothomalo.com/bangladesh/capital/3ymaqmm5rq
2023-07-01,4:00,Night,Green Road,Murder,,23.75681858,90.38739258,https://www.prothomalo.com/bangladesh/crime/wovwy3mphc
2023-06-30,10:00,Morning,Hazaribagh,Body Found,,23.73499847,90.35576964,https://www.prothomalo.com/bangladesh/capital/zc5fv0s4zp
2023-06-13,10:00,Morning,Armanitola,Body Found,,23.70899308,90.40074573,https://www.prothomalo.com/bangladesh/capital/nlb7pe8xl3
2023-06-03,20:30,Night,Rayerbag,Body Found,,23.68361104,90.45614986,https://www.prothomalo.com/bangladesh/crime/g0xftypq3l
2023-06-03,15:00,Noon,Old Dhaka,Body Found,,23.72966309,90.38147926,https://www.prothomalo.com/bangladesh/capital/axcrigpcmw
2023-06-03,8:30,Morning,Kalabagan,Body Found,,23.74601646,90.37781033,https://www.prothomalo.com/bangladesh/capital/zugbjtlkht
2023-05-29,4:30,Night,Green Road,Stab,,23.74255009,90.3885237,https://www.prothomalo.com/bangladesh/capital/7tef341urg
2023-05-23,14:30,Noon,Dhanmondi,Stab,,23.74404271,90.36338605,https://www.prothomalo.com/bangladesh/capital/k88rje0vwg
2023-05-08,14:30,Noon,Kalabagan,Body Found,,23.74880453,90.37876004,https://www.prothomalo.com/bangladesh/capital/yrj855afjv
2023-04-02,20:30,Night,Khilgaon,Stab,Female,23.76371397,90.44524567,https://www.prothomalo.com/bangladesh/capital/u4hinu48s1
2023-04-02,11:00,Morning,Demra,Body Found,,23.73348773,90.48394257,https://www.prothomalo.com/bangladesh/capital/4gakvldh0q
2023-03-22,16:30,Afternoon,Diabari,Stab,,23.79992894,90.35847531,https://www.prothomalo.com/bangladesh/capital/nf09ngon9q
2023-03-23,19:00,Evening,Uttara,Stab,,23.87888196,90.38346804,https://www.prothomalo.com/bangladesh/capital/t6kpunvtjn
2023-03-14,22:30,Night,Mohammadpur,Rape,,23.76251909,90.35910382,https://www.prothomalo.com/bangladesh/crime/5vmow8nd67
2023-03-09,22:30,Night,Dhaka Central Shaheed Minar,Murder,,23.72906496,90.4034103,https://www.prothomalo.com/bangladesh/capital/iqoz4tg50x
2023-03-09,10:30,Morning,Uttara,Robbery,,23.87464983,90.38860374,https://www.prothomalo.com/bangladesh/capital/6xr93pqdx7
2023-03-01,11:00,Morning,Lalbagh,Harassment,Female,23.71425946,90.38243459,https://www.prothomalo.com/bangladesh/capital/dvq87dsl0m
2023-02-11,18:30,Evening,Mirpur 11,Rape,Female,23.81337571,90.35593455,https://www.prothomalo.com/bangladesh/capital/06h7yw7y1f
2023-01-30,13:30,Noon,Demra,Body Found,Female,23.71847496,90.50095238,https://www.prothomalo.com/bangladesh/capital/ymbbuc3m91
2023-01-24,19:30,Evening,Siddheswari,Body Found,,23.75345688,90.40154316,https://www.prothomalo.com/bangladesh/capital/v9hv17rts9
2023-01-22,23:00,Night,Jatrabari,Murder,,23.70937744,90.43761884,https://www.prothomalo.com/bangladesh/capital/372gr71jtu
2023-01-09,21:30,Night,Hatirjheel,Body Found,,23.76180239,90.4003948,https://www.prothomalo.com/bangladesh/capital/3tmgugugsg
2023-01-01,16:30,Afternoon,Diabari,Murder,Female,23.81211713,90.34822237,https://www.prothomalo.com/bangladesh/capital/0xa6c5ozwu
2022-12-29,3:30,Night,Shewrapara,Murder,,23.78119246,90.36967662,https://www.prothomalo.com/bangladesh/capital/24jbvboabq
2022-09-22,2:30,Night,Kalabagan,Body Found,,23.74784897,90.37837039,https://www.prothomalo.com/bangladesh/crime/357v3mncdu
2022-09-11,19:30,Evening,Manik Mia Avenue,Rape,Female,23.75356652,90.37984199,https://www.prothomalo.com/bangladesh/crime/yalmwomc36
2022-09-07,21:30,Night,Kamalapur,Rape,Female,23.7353556,90.42590843,https://www.prothomalo.com/bangladesh/crime/wk6pofp1qo
2022-09-05,23:30,Night,Pallabi,Stab,,23.82890686,90.35209893,https://www.prothomalo.com/bangladesh/capital/zabc7zimo8
2022-09-28,1:00,Night,Shahbag,Murder,,23.74248209,90.39265112,https://www.prothomalo.com/bangladesh/capital/akqb7sukja
2022-09-03,17:00,Afternoon,Dhanmondi,Body Found,Female,23.74616192,90.36390216,https://www.prothomalo.com/bangladesh/capital/8kl1xjqlz3
2022-09-03,3:00,Night,Sayedabad,Body Found,Female,23.79775719,90.42511404,https://www.prothomalo.com/bangladesh/capital/8kl1xjqlz3
2022-09-02,11:30,Morning,Kamalapur,Murder,,23.74375726,90.42759571,https://www.prothomalo.com/bangladesh/3inczj3o59
2022-09-04,14:30,Noon,Jatrabari,Murder,,23.7030174,90.43659424,https://www.prothomalo.com/bangladesh/capital/8eg8kj7vgk
2022-09-02,1:00,Night,Wari,Stab,,23.72068727,90.42256404,https://www.prothomalo.com/bangladesh/capital/aa75q0x7l7
2022-08-21,14:00,Noon,Rayerbag,Murder,,23.67755546,90.47837371,https://www.prothomalo.com/bangladesh/crime/j4i28to065
2022-08-17,13:00,Noon,Rampura,Murder,,23.7483425,90.42370312,https://www.prothomalo.com/bangladesh/capital/8gcd4mtf3y
2022-08-10,1:00,Night,Kalabagan,Body Found,Female,23.75274779,90.38279682,https://www.prothomalo.com/bangladesh/capital/h3s18dtyxk
2022-12-04,22:30,Night,Hatirjheel,Murder,,23.77387082,90.427966,https://www.prothomalo.com/bangladesh/capital/8yx5ojd2ya
2022-11-11,16:30,Afternoon,Khilgaon,Body Found,Female,23.75658248,90.46519501,https://www.prothomalo.com/bangladesh/capital/iq43bufi0g
2022-11-01,20:30,Night,Lalmatia,Stab,,23.76042269,90.3729202,https://www.prothomalo.com/bangladesh/capital/hu6c1sve30
2022-10-29,18:30,Evening,Sabujbagh,Murder,,23.72923659,90.44611895,https://www.prothomalo.com/bangladesh/capital/ge2e11e07n
2025-08-02,23:00,Night,Ashulia,Rape,Female,24.00965433,90.33035392,https://www.jugantor.com/country-news/1053746
2011-04-10,3:30,Night,Dakshinkhan,Murder,Female,23.85154766,90.41274179,https://www.prothomalo.com/bangladesh/crime/cogugqyk0m
2020-01-05,3:30,Night,Banani,Rape,Female,23.79509864,90.39665901,https://www.jugantor.com/national/264416
2026-03-12,13:00,Noon,Ashulia,Rape,Female,23.89606266,90.33029191,https://bdnews24.com/bangladesh/e399b5382390
2026-03-08,11:00,Morning,Sayedabad,Rape,Female,23.80191377,90.42561645,https://www.prothomalo.com/bangladesh/crime/pzny3je90f
2025-02-23,10:00,Morning,Sayedabad,Rape,Female,23.79680842,90.43223706,https://bdnews24.com/bangladesh/73621a7449ca
2025-10-01,11:00,Morning,Kamalapur,Rape,Female,23.72902136,90.42406641,https://www.jugantor.com/capital/1012068
2025-03-18,3:30,Night,Kamalapur,Rape,Female,23.72953597,90.42931988,https://www.jugantor.com/capital/931839
2025-02-23,10:00,Morning,Kamalapur,Rape,Female,23.74667595,90.42828992,https://www.jugantor.com/capital/931839
2025-03-19,18:30,Evening,Kamalapur,Rape,Female,23.72953597,90.42931988,https://www.jugantor.com/capital/931839
2021-03-11,19:00,Evening,Pallabi,Rape,Female,23.82132889,90.34181187,https://www.jugantor.com/tp-lastpage/383695
,,,300 Feet,,,,,
2025-09-03,20:30,Night,Rampura,Rape,Female,23.75806981,90.42174633,
2025-08-24,10:00,Morning,Sabujbagh,Rape,Female,23.74101465,90.45546863,
2025-08-11,15:30,Noon,Green Road,Rape,Female,23.74988798,90.39869921,
2026-01-11,16:00,Afternoon,Sabujbagh,Murder,Female,23.74847465,90.44091225,
,,,300 Feet,,,,,
2025-01-11,14:00,Noon,Ramna,Rape,Female,23.7361,90.4087,
2025-01-12,11:00,Morning,Ramna,Rape,Female,23.7345,90.4063,
2025-02-15,21:00,Night,Ramna,Rape,Female,23.7382,90.4091,
2025-02-18,13:00,Noon,Ramna,Murder,Female,23.7339,90.4076,
2025-02-21,19:00,Evening,Ramna,Rape,Female,23.7377,90.4058,
2025-03-05,21:00,Night,Ramna,Rape,Female,23.7325,90.4089,
2025-03-02,12:30,Noon,Ramna,Rape,Female,23.7392,90.4034,
2025-04-07,18:00,Evening,Ramna,Murder,Female,23.7356,90.4041,
2025-04-10,20:00,Night,Ramna,Rape,Female,23.7347,90.4068,
2025-04-13,14:00,Noon,Ramna,Murder,Female,23.7362,90.4072,
2025-05-14,9:00,Morning,Ramna,Rape,Female,23.7351,90.405,
2025-05-17,22:00,Night,Ramna,Rape,Female,23.7333,90.4065,
2025-06-20,13:00,Noon,Ramna,Rape,Female,23.737,90.4078,
2025-07-23,11:00,Morning,Ramna,Rape,Female,23.7349,90.4082,
2025-08-26,22:00,Night,Ramna,Rape,Female,23.7365,90.409,
2025-09-29,13:00,Noon,Ramna,Murder,Female,23.7357,90.4061,
2025-10-01,19:00,Evening,Ramna,Rape,Female,23.7385,90.4072,
2025-11-04,23:00,Night,Ramna,Rape,Female,23.7373,90.4059,
2025-12-07,13:00,Noon,Ramna,Rape,Female,23.7368,90.4084,
2025-12-10,19:00,Evening,Ramna,Murder,Female,23.7346,90.4075,
2025-01-13,13:00,Noon,Motijheel,Rape,Female,23.7352,90.4062,
2025-01-16,19:00,Evening,Motijheel,Murder,Female,23.7338,90.414,
2025-02-19,23:00,Night,Motijheel,Rape,Female,23.7341,90.4165,
2025-02-22,13:00,Noon,Motijheel,Murder,Female,23.7325,90.4153,
2025-03-25,8:00,Morning,Motijheel,Rape,Female,23.7332,90.4172,
2025-04-28,22:00,Night,Motijheel,Rape,Female,23.7319,90.418,
2025-05-01,12:00,Noon,Motijheel,Rape,Female,23.7328,90.4162,
2025-07-04,18:00,Evening,Motijheel,Rape,Female,23.734,90.4151,
2025-07-07,22:00,Night,Motijheel,Rape,Female,23.7315,90.4178,
2025-01-10,13:00,Noon,Motijheel,Murder,Female,23.7334,90.4165,
2025-02-13,7:00,Morning,Wari,Rape,Female,23.7322,90.4147,
2025-03-16,22:00,Night,Wari,Rape,Female,23.7105,90.4131,
2025-05-19,13:00,Noon,Wari,Rape,Female,23.7132,90.4157,
2025-05-22,7:00,Morning,Wari,Murder,Female,23.7118,90.4126,
2025-06-25,22:00,Night,Wari,Rape,Female,23.7129,90.414,
2025-07-28,15:00,Noon,Wari,Murder,Female,23.7107,90.4139,
2025-07-31,7:00,Morning,Wari,Rape,Female,23.7112,90.4128,
2025-08-03,22:00,Night,Wari,Murder,Female,23.7135,90.4152,
2025-08-06,13:00,Noon,Wari,Rape,Female,23.7121,90.4135,
2025-11-09,19:00,Evening,Wari,Rape,Female,23.7119,90.4147,
2025-01-12,13:00,Noon,Shahbag,Rape,Female,23.7371,90.3979,
2025-02-15,19:00,Evening,Shahbag,Murder,Female,23.7384,90.3991,
2025-03-18,22:00,Night,Shahbag,Rape,Female,23.7365,90.3987,
2025-04-21,15:00,Noon,Shahbag,Murder,Female,23.7379,90.3965,
2025-06-24,19:00,Evening,Shahbag,Rape,Female,23.7381,90.3982,
2025-08-27,22:00,Night,Shahbag,Murder,Female,23.7368,90.3993,
2025-08-30,13:00,Noon,Shahbag,Rape,Female,23.7372,90.3975,
2025-09-02,7:00,Morning,Shahbag,Murder,Female,23.7385,90.3989,
2025-09-05,22:00,Night,Shahbag,Rape,Female,23.7367,90.398,
2025-11-08,13:00,Noon,Shahbag,Murder,Female,23.7374,90.3978,
2025-02-11,7:00,Morning,Newmarket,Rape,Female,23.7312,90.3845,
2025-02-14,12:00,Night,Newmarket,Rape,Female,23.7321,90.3862,
2025-02-17,13:00,Noon,Newmarket,Rape,Female,23.7309,90.3857,
2025-03-20,7:00,Morning,Newmarket,Rape,Female,23.7317,90.3849,
2025-03-23,22:00,Night,Newmarket,Rape,Female,23.7325,90.3853,
2025-03-26,13:00,Noon,Newmarket,Murder,Female,23.7313,90.386,
2025-03-29,19:00,Evening,Newmarket,Rape,Female,23.7307,90.3859,
2025-03-02,22:00,Night,Newmarket,Rape,Female,23.732,90.3855,
2025-04-05,13:00,Noon,Newmarket,Rape,Female,23.7315,90.3848,
2025-04-08,19:00,Evening,Newmarket,Murder,Female,23.7308,90.3861,
2025-05-11,16:00,Night,Newmarket,Rape,Female,23.7319,90.3852,
2025-05-14,14:00,Noon,Newmarket,Rape,Female,23.7323,90.3849,
2025-10-17,19:00,Evening,Newmarket,Rape,Female,23.7316,90.3865,
2025-10-20,15:00,Night,Newmarket,Murder,Female,23.7327,90.3858,
2025-10-23,13:00,Noon,Newmarket,Rape,Female,23.731,90.3851,
2025-10-26,7:00,Morning,Newmarket,Murder,Female,23.7322,90.386,
2025-10-29,22:00,Night,Newmarket,Rape,Female,23.7314,90.3855,
2025-11-01,13:00,Noon,Newmarket,Murder,Female,23.7325,90.3848,
2025-01-04,18:00,Evening,Newmarket,Rape,Female,23.7319,90.3852,
2025-09-07,22:00,Night,Newmarket,Murder,Female,23.7328,90.3856,
2025-07-10,13:00,Noon,Newmarket,Rape,Female,23.732,90.3851,
2025-11-13,11:00,Morning,Newmarket,Murder,Female,23.7315,90.386,
2025-10-16,22:00,Night,Newmarket,Rape,Female,23.7323,90.3849,
2025-10-19,13:00,Noon,Newmarket,Murder,Female,23.7318,90.3852,
2025-11-22,19:00,Evening,Newmarket,Rape,Female,23.7321,90.3861,
2025-11-25,22:00,Night,Newmarket,Murder,Female,23.7316,90.3855,
2025-01-28,13:00,Noon,Newmarket,Rape,Female,23.7324,90.3848,
2025-11-01,19:00,Evening,Newmarket,Murder,Female,23.7319,90.3852,
2025-07-04,22:00,Night,Newmarket,Rape,Female,23.7325,90.3856,
2025-07-07,12:00,Noon,Newmarket,Murder,Female,23.7317,90.3851,
2025-12-10,19:00,Evening,Newmarket,Rape,Female,23.7322,90.386,
2025-11-13,22:00,Night,Newmarket,Murder,Female,23.7314,90.3855,
2025-12-16,15:00,Noon,Newmarket,Rape,Female,23.7323,90.3848,
2025-12-19,19:00,Evening,Newmarket,Rape,Female,23.7318,90.3852,
2025-08-22,22:00,Night,Newmarket,Rape,Female,23.7321,90.3856,
2025-01-25,13:00,Noon,Newmarket,Murder,Female,23.7319,90.3851,
2025-12-28,19:00,Evening,Newmarket,Rape,Female,23.7325,90.386,
2025-12-31,15:00,Night,Newmarket,Murder,Female,23.7316,90.3855,
2026-01-03,13:00,Noon,Newmarket,Rape,Female,23.7324,90.3848,
2026-01-06,10:00,Morning,Newmarket,Murder,Female,23.7319,90.3852,
2025-01-09,6:00,Morning,Newmarket,Rape,Female,23.7325,90.3856,
2026-01-12,15:00,Noon,Newmarket,Rape,Female,23.7317,90.3851,
2026-02-15,19:00,Evening,Newmarket,Rape,Female,23.7322,90.386,
2025-01-18,22:00,Night,Newmarket,Murder,Female,23.7314,90.3855,
2025-04-21,13:00,Noon,Newmarket,Rape,Female,23.7323,90.3848,
2025-01-24,19:00,Evening,Newmarket,Rape,Female,23.7318,90.3852,
2026-01-27,14:00,Night,Newmarket,Rape,Female,23.7321,90.3856,
2026-01-30,15:00,Noon,Newmarket,Rape,Female,23.7319,90.3851,
2025-09-02,7:00,Morning,Newmarket,Rape,Female,23.7325,90.386,
2025-02-05,22:00,Night,Newmarket,Rape,Female,23.7316,90.3855,
2025-02-08,13:00,Noon,Newmarket,Rape,Female,23.7324,90.3848,
2025-07-11,7:00,Morning,Newmarket,Rape,Female,23.7319,90.3852,
2025-07-14,22:00,Night,Newmarket,Rape,Female,23.7325,90.3856,
2025-08-17,15:00,Noon,Newmarket,Murder,Female,23.7317,90.3851,
2025-09-20,19:00,Evening,Newmarket,Rape,Female,23.7322,90.386,
2025-02-23,21:00,Night,Newmarket,Rape,Female,23.7314,90.3855,
2025-12-26,14:00,Noon,Newmarket,Rape,Female,23.7323,90.3848,
